1220.0 -1850.0 0.0 0.0 0.0 1.0 0.0	1960.0 -1850.0 0.0 0.0 0.0 1.0 0.0	1220.0 -1790.0 0.0 0.0 0.0 1.0 0.0	1960.0 -1790.0 0.0 0.0 0.0 1.0 0.0  1
1220.0 -1790.0 0.0 0.0 0.0 1.0 0.0	2040.0 -1790.0 0.0 0.0 0.0 1.0 0.0	1220.0 -1590.0 0.0 0.0 0.0 1.0 0.0	2040.0 -1590.0 0.0 0.0 0.0 1.0 0.0  1
-2766.0 678.0 0.0 0.0 0.0 1.0 0.0	-2704.0 678.0 0.0 0.0 0.0 1.0 0.0	-2766.0 690.0 0.0 0.0 0.0 1.0 0.0	-2704.0 690.0 0.0 0.0 0.0 1.0 0.0  1
-2674.0 474.0 0.0 0.0 0.0 1.0 0.0	-1972.0 474.0 0.0 0.0 0.0 1.0 0.0	-2674.0 778.0 0.0 0.0 0.0 1.0 0.0	-1972.0 778.0 0.0 0.0 0.0 1.0 0.0  1
1180.0 -1590.0 0.0 0.0 0.0 1.0 0.0	1500.0 -1590.0 0.0 0.0 0.0 1.0 0.0	1180.0 -1450.0 0.0 0.0 0.0 1.0 0.0	1500.0 -1450.0 0.0 0.0 0.0 1.0 0.0  1
1320.0 -1270.0 0.0 0.0 0.0 1.0 0.0	1460.0 -1270.0 0.0 0.0 0.0 1.0 0.0	1320.0 -1090.0 0.0 0.0 0.0 1.0 0.0	1460.0 -1090.0 0.0 0.0 0.0 1.0 0.0  1
-2976.0 -1000.0 0.0 0.0 0.0 1.0 0.0	-1556.0 -1000.0 0.0 0.0 0.0 1.0 0.0	-2976.0 474.0 0.0 0.0 0.0 1.0 0.0	-1556.0 474.0 0.0 0.0 0.0 1.0 0.0  1
1460.0 -1210.0 0.0 0.0 0.0 1.0 0.0	1660.0 -1210.0 0.0 0.0 0.0 1.0 0.0	1460.0 -1090.0 0.0 0.0 0.0 1.0 0.0	1660.0 -1090.0 0.0 0.0 0.0 1.0 0.0  1
-790.0 -1000.0 0.0 0.0 0.0 1.0 0.0	200.0 -1000.0 0.0 0.0 0.0 1.0 0.0	-790.0 644.0 0.0 0.0 0.0 1.0 0.0	200.0 644.0 0.0 0.0 0.0 1.0 0.0  1
1660.0 -1330.0 0.0 0.0 0.0 1.0 0.0	1820.0 -1330.0 0.0 0.0 0.0 1.0 0.0	1660.0 -1090.0 0.0 0.0 0.0 1.0 0.0	1820.0 -1090.0 0.0 0.0 0.0 1.0 0.0  1
-1556.0 -1000.0 0.0 0.0 0.0 1.0 0.0	-790.0 -1000.0 0.0 0.0 0.0 1.0 0.0	-1556.0 114.0 0.0 0.0 0.0 1.0 0.0	-790.0 114.0 0.0 0.0 0.0 1.0 0.0  1
-188.0 644.0 0.0 0.0 0.0 1.0 0.0	-124.0 644.0 0.0 0.0 0.0 1.0 0.0	-188.0 656.0 0.0 0.0 0.0 1.0 0.0	-124.0 656.0 0.0 0.0 0.0 1.0 0.0  1
1820.0 -1590.0 0.0 0.0 0.0 1.0 0.0	1980.0 -1590.0 0.0 0.0 0.0 1.0 0.0	1820.0 -1090.0 0.0 0.0 0.0 1.0 0.0	1980.0 -1090.0 0.0 0.0 0.0 1.0 0.0  1
190.0 644.0 0.0 0.0 0.0 1.0 0.0	3000.0 644.0 0.0 0.0 0.0 1.0 0.0	190.0 1990.0 0.0 0.0 0.0 1.0 0.0	3000.0 1990.0 0.0 0.0 0.0 1.0 0.0  1
1980.0 -1470.0 0.0 0.0 0.0 1.0 0.0	2060.0 -1470.0 0.0 0.0 0.0 1.0 0.0	1980.0 -1070.0 0.0 0.0 0.0 1.0 0.0	2060.0 -1070.0 0.0 0.0 0.0 1.0 0.0  1
-18.0 644.0 0.0 0.0 0.0 1.0 0.0	190.0 644.0 0.0 0.0 0.0 1.0 0.0	-18.0 898.0 0.0 0.0 0.0 1.0 0.0	190.0 898.0 0.0 0.0 0.0 1.0 0.0  1
1740.0 -1590.0 0.0 0.0 0.0 1.0 0.0	1820.0 -1590.0 0.0 0.0 0.0 1.0 0.0	1740.0 -1470.0 0.0 0.0 0.0 1.0 0.0	1820.0 -1470.0 0.0 0.0 0.0 1.0 0.0  1
2040.0 -1790.0 0.0 0.0 0.0 1.0 0.0	2120.0 -1790.0 0.0 0.0 0.0 1.0 0.0	2040.0 -1570.0 0.0 0.0 0.0 1.0 0.0	2120.0 -1570.0 0.0 0.0 0.0 1.0 0.0  1
110.0 1180.0 0.0 0.0 0.0 1.0 0.0	190.0 1180.0 0.0 0.0 0.0 1.0 0.0	110.0 1574.0 0.0 0.0 0.0 1.0 0.0	190.0 1574.0 0.0 0.0 0.0 1.0 0.0  1
2120.0 -1630.0 0.0 0.0 0.0 1.0 0.0	2220.0 -1630.0 0.0 0.0 0.0 1.0 0.0	2120.0 -1570.0 0.0 0.0 0.0 1.0 0.0	2220.0 -1570.0 0.0 0.0 0.0 1.0 0.0  1
-348.0 1946.0 0.0 0.0 0.0 1.0 0.0	-124.0 1946.0 0.0 0.0 0.0 1.0 0.0	-348.0 1990.0 0.0 0.0 0.0 1.0 0.0	-124.0 1990.0 0.0 0.0 0.0 1.0 0.0  1
2140.0 -1570.0 0.0 0.0 0.0 1.0 0.0	2220.0 -1570.0 0.0 0.0 0.0 1.0 0.0	2140.0 -1490.0 0.0 0.0 0.0 1.0 0.0	2220.0 -1490.0 0.0 0.0 0.0 1.0 0.0  1
-1886.0 764.0 0.0 0.0 0.0 1.0 0.0	-1518.0 764.0 0.0 0.0 0.0 1.0 0.0	-1886.0 1334.0 0.0 0.0 0.0 1.0 0.0	-1518.0 1334.0 0.0 0.0 0.0 1.0 0.0  1
2220.0 -1550.0 0.0 0.0 0.0 1.0 0.0	2320.0 -1550.0 0.0 0.0 0.0 1.0 0.0	2220.0 -1410.0 0.0 0.0 0.0 1.0 0.0	2320.0 -1410.0 0.0 0.0 0.0 1.0 0.0  1
-1518.0 626.0 0.0 0.0 0.0 1.0 0.0	-1444.0 626.0 0.0 0.0 0.0 1.0 0.0	-1518.0 1260.0 0.0 0.0 0.0 1.0 0.0	-1444.0 1260.0 0.0 0.0 0.0 1.0 0.0  1
-570.0 644.0 0.0 0.0 0.0 1.0 0.0	-462.0 644.0 0.0 0.0 0.0 1.0 0.0	-570.0 844.0 0.0 0.0 0.0 1.0 0.0	-462.0 844.0 0.0 0.0 0.0 1.0 0.0  1
2060.0 -1230.0 0.0 0.0 0.0 1.0 0.0	2280.0 -1230.0 0.0 0.0 0.0 1.0 0.0	2060.0 -1070.0 0.0 0.0 0.0 1.0 0.0	2280.0 -1070.0 0.0 0.0 0.0 1.0 0.0  1
-2518.0 2046.0 0.0 0.0 0.0 1.0 0.0	-2298.0 2046.0 0.0 0.0 0.0 1.0 0.0	-2518.0 2258.0 0.0 0.0 0.0 1.0 0.0	-2298.0 2258.0 0.0 0.0 0.0 1.0 0.0  1
2140.0 -1070.0 0.0 0.0 0.0 1.0 0.0	2300.0 -1070.0 0.0 0.0 0.0 1.0 0.0	2140.0 -890.0 0.0 0.0 0.0 1.0 0.0	2300.0 -890.0 0.0 0.0 0.0 1.0 0.0  1
-2382.0 1900.0 0.0 0.0 0.0 1.0 0.0	-2148.0 1900.0 0.0 0.0 0.0 1.0 0.0	-2382.0 2046.0 0.0 0.0 0.0 1.0 0.0	-2148.0 2046.0 0.0 0.0 0.0 1.0 0.0  1
2320.0 -970.0 0.0 0.0 0.0 1.0 0.0	2440.0 -970.0 0.0 0.0 0.0 1.0 0.0	2320.0 -890.0 0.0 0.0 0.0 1.0 0.0	2440.0 -890.0 0.0 0.0 0.0 1.0 0.0  1
2380.0 -1230.0 0.0 0.0 0.0 1.0 0.0	2460.0 -1230.0 0.0 0.0 0.0 1.0 0.0	2380.0 -970.0 0.0 0.0 0.0 1.0 0.0	2460.0 -970.0 0.0 0.0 0.0 1.0 0.0  1
-2284.0 1794.0 0.0 0.0 0.0 1.0 0.0	-2120.0 1794.0 0.0 0.0 0.0 1.0 0.0	-2284.0 1900.0 0.0 0.0 0.0 1.0 0.0	-2120.0 1900.0 0.0 0.0 0.0 1.0 0.0  1
2320.0 -1310.0 0.0 0.0 0.0 1.0 0.0	2440.0 -1310.0 0.0 0.0 0.0 1.0 0.0	2320.0 -1230.0 0.0 0.0 0.0 1.0 0.0	2440.0 -1230.0 0.0 0.0 0.0 1.0 0.0  1
-2238.0 1706.0 0.0 0.0 0.0 1.0 0.0	-2112.0 1706.0 0.0 0.0 0.0 1.0 0.0	-2238.0 1794.0 0.0 0.0 0.0 1.0 0.0	-2112.0 1794.0 0.0 0.0 0.0 1.0 0.0  1
-2144.0 1672.0 0.0 0.0 0.0 1.0 0.0	-2062.0 1672.0 0.0 0.0 0.0 1.0 0.0	-2144.0 1706.0 0.0 0.0 0.0 1.0 0.0	-2062.0 1706.0 0.0 0.0 0.0 1.0 0.0  1
2260.0 -1410.0 0.0 0.0 0.0 1.0 0.0	2440.0 -1410.0 0.0 0.0 0.0 1.0 0.0	2260.0 -1310.0 0.0 0.0 0.0 1.0 0.0	2440.0 -1310.0 0.0 0.0 0.0 1.0 0.0  1
-2118.0 1560.0 0.0 0.0 0.0 1.0 0.0	-1998.0 1560.0 0.0 0.0 0.0 1.0 0.0	-2118.0 1672.0 0.0 0.0 0.0 1.0 0.0	-1998.0 1672.0 0.0 0.0 0.0 1.0 0.0  1
1748.0 -2540.0 0.0 0.0 0.0 1.0 0.0	1884.0 -2540.0 0.0 0.0 0.0 1.0 0.0	1748.0 -2516.0 0.0 0.0 0.0 1.0 0.0	1884.0 -2516.0 0.0 0.0 0.0 1.0 0.0  1
-1786.0 1560.0 0.0 0.0 0.0 1.0 0.0	-1550.0 1560.0 0.0 0.0 0.0 1.0 0.0	-1786.0 1670.0 0.0 0.0 0.0 1.0 0.0	-1550.0 1670.0 0.0 0.0 0.0 1.0 0.0  1
1748.0 -2516.0 0.0 0.0 0.0 1.0 0.0	1862.0 -2516.0 0.0 0.0 0.0 1.0 0.0	1748.0 -2486.0 0.0 0.0 0.0 1.0 0.0	1862.0 -2486.0 0.0 0.0 0.0 1.0 0.0  1
1748.0 -2486.0 0.0 0.0 0.0 1.0 0.0	1842.0 -2486.0 0.0 0.0 0.0 1.0 0.0	1748.0 -2452.0 0.0 0.0 0.0 1.0 0.0	1842.0 -2452.0 0.0 0.0 0.0 1.0 0.0  1
-1758.0 1670.0 0.0 0.0 0.0 1.0 0.0	-1566.0 1670.0 0.0 0.0 0.0 1.0 0.0	-1758.0 1822.0 0.0 0.0 0.0 1.0 0.0	-1566.0 1822.0 0.0 0.0 0.0 1.0 0.0  1
1748.0 -2452.0 0.0 0.0 0.0 1.0 0.0	1822.0 -2452.0 0.0 0.0 0.0 1.0 0.0	1748.0 -2426.0 0.0 0.0 0.0 1.0 0.0	1822.0 -2426.0 0.0 0.0 0.0 1.0 0.0  1
-1624.0 1880.0 0.0 0.0 0.0 1.0 0.0	-1446.0 1880.0 0.0 0.0 0.0 1.0 0.0	-1624.0 2242.0 0.0 0.0 0.0 1.0 0.0	-1446.0 2242.0 0.0 0.0 0.0 1.0 0.0  1
-2720.0 2320.0 64.0 0.0 0.0 1.0 0.0	-2250.0 2320.0 64.0 0.0 0.0 1.0 0.0	-2720.0 2700.0 64.0 0.0 0.0 1.0 0.0	-2250.0 2700.0 64.0 0.0 0.0 1.0 0.0  1
1748.0 -2426.0 0.0 0.0 0.0 1.0 0.0	1806.0 -2426.0 0.0 0.0 0.0 1.0 0.0	1748.0 -2350.0 0.0 0.0 0.0 1.0 0.0	1806.0 -2350.0 0.0 0.0 0.0 1.0 0.0  1
1748.0 -2350.0 0.0 0.0 0.0 1.0 0.0	1788.0 -2350.0 0.0 0.0 0.0 1.0 0.0	1748.0 -2074.0 0.0 0.0 0.0 1.0 0.0	1788.0 -2074.0 0.0 0.0 0.0 1.0 0.0  1
-2630.0 2700.0 64.0 0.0 0.0 1.0 0.0	-2386.0 2700.0 64.0 0.0 0.0 1.0 0.0	-2630.0 2824.0 64.0 0.0 0.0 1.0 0.0	-2386.0 2824.0 64.0 0.0 0.0 1.0 0.0  1
-2700.0 2260.0 64.0 0.0 0.0 1.0 0.0	-2520.0 2260.0 64.0 0.0 0.0 1.0 0.0	-2700.0 2320.0 64.0 0.0 0.0 1.0 0.0	-2520.0 2320.0 64.0 0.0 0.0 1.0 0.0  1
-2670.0 2200.0 64.0 0.0 0.0 1.0 0.0	-2568.0 2200.0 64.0 0.0 0.0 1.0 0.0	-2670.0 2260.0 64.0 0.0 0.0 1.0 0.0	-2568.0 2260.0 64.0 0.0 0.0 1.0 0.0  1
-2670.0 2082.0 64.0 0.0 0.0 1.0 0.0	-2608.0 2082.0 64.0 0.0 0.0 1.0 0.0	-2670.0 2200.0 64.0 0.0 0.0 1.0 0.0	-2608.0 2200.0 64.0 0.0 0.0 1.0 0.0  1
-2520.0 2292.0 64.0 0.0 0.0 1.0 0.0	-2466.0 2292.0 64.0 0.0 0.0 1.0 0.0	-2520.0 2320.0 64.0 0.0 0.0 1.0 0.0	-2466.0 2320.0 64.0 0.0 0.0 1.0 0.0  1
-1446.0 1918.0 0.0 0.0 0.0 1.0 0.0	-954.0 1918.0 0.0 0.0 0.0 1.0 0.0	-1446.0 1990.0 0.0 0.0 0.0 1.0 0.0	-954.0 1990.0 0.0 0.0 0.0 1.0 0.0  1
-956.0 114.0 0.0 0.0 0.0 1.0 0.0	-790.0 114.0 0.0 0.0 0.0 1.0 0.0	-956.0 326.0 0.0 0.0 0.0 1.0 0.0	-790.0 326.0 0.0 0.0 0.0 1.0 0.0  1
-984.0 114.0 0.0 0.0 0.0 1.0 0.0	-956.0 114.0 0.0 0.0 0.0 1.0 0.0	-984.0 182.0 0.0 0.0 0.0 1.0 0.0	-956.0 182.0 0.0 0.0 0.0 1.0 0.0  1
-1034.0 114.0 0.0 0.0 0.0 1.0 0.0	-984.0 114.0 0.0 0.0 0.0 1.0 0.0	-1034.0 142.0 0.0 0.0 0.0 1.0 0.0	-984.0 142.0 0.0 0.0 0.0 1.0 0.0  1
-2036.0 870.0 0.0 0.0 0.0 1.0 0.0	-1886.0 870.0 0.0 0.0 0.0 1.0 0.0	-2036.0 992.0 0.0 0.0 0.0 1.0 0.0	-1886.0 992.0 0.0 0.0 0.0 1.0 0.0  1
-1938.0 992.0 0.0 0.0 0.0 1.0 0.0	-1886.0 992.0 0.0 0.0 0.0 1.0 0.0	-1938.0 1086.0 0.0 0.0 0.0 1.0 0.0	-1886.0 1086.0 0.0 0.0 0.0 1.0 0.0  1
-2946.0 762.0 0.0 0.0 0.0 1.0 0.0	-2934.0 762.0 0.0 0.0 0.0 1.0 0.0	-2946.0 778.0 0.0 0.0 0.0 1.0 0.0	-2934.0 778.0 0.0 0.0 0.0 1.0 0.0  1
-906.0 454.0 0.0 0.0 0.0 1.0 0.0	-790.0 454.0 0.0 0.0 0.0 1.0 0.0	-906.0 858.0 0.0 0.0 0.0 1.0 0.0	-790.0 858.0 0.0 0.0 0.0 1.0 0.0  3
-790.0 644.0 0.0 0.0 0.0 1.0 0.0	-570.0 644.0 0.0 0.0 0.0 1.0 0.0	-790.0 976.0 0.0 0.0 0.0 1.0 0.0	-570.0 976.0 0.0 0.0 0.0 1.0 0.0  1
-922.0 1042.0 0.0 0.0 0.0 1.0 0.0	-578.0 1042.0 0.0 0.0 0.0 1.0 0.0	-922.0 1562.0 0.0 0.0 0.0 1.0 0.0	-578.0 1562.0 0.0 0.0 0.0 1.0 0.0  1
