processed
-1896.0 1586.0 0.0 0.0 0.0 1.0 0.0 	-1792.0 1586.0 0.0 0.0 0.0 1.0 0.0 	-1896.0 1712.0 0.0 0.0 0.0 1.0 0.0 	-1792.0 1712.0 0.0 0.0 0.0 1.0 0.0  3
-2370.0 2374.682 63.500 0.0 0.0 1.0 0.0 	-2202.0 2374.682 63.500 0.0 0.0 1.0 0.0 	-2370.0 2668.0 63.500 0.0 0.0 1.0 0.0 	-2202.0 2668.0 63.500 0.0 0.0 1.0 0.0  1
-3000.0 801.539 0.0 0.0 0.0 1.0 0.0 	-2762.0 801.539 0.0 0.0 0.0 1.0 0.0 	-3000.0 1312.0 0.0 0.0 0.0 1.0 0.0 	-2762.0 1312.0 0.0 0.0 0.0 1.0 0.0  1
-3000.0 1312.0 0.0 0.0 0.0 1.0 0.0 	-2682.0 1312.0 0.0 0.0 0.0 1.0 0.0 	-3000.0 2154.0 0.0 0.0 0.0 1.0 0.0 	-2682.0 2154.0 0.0 0.0 0.0 1.0 0.0  1
-3000.0 2154.0 0.0 0.0 0.0 1.0 0.0 	-2764.0 2154.0 0.0 0.0 0.0 1.0 0.0 	-3000.0 2728.0 0.0 0.0 0.0 1.0 0.0 	-2764.0 2728.0 0.0 0.0 0.0 1.0 0.0  1
-2688.0 2808.0 0.0 0.0 0.0 1.0 0.0 	-2670.0 2808.0 0.0 0.0 0.0 1.0 0.0 	-2688.0 2828.0 0.0 0.0 0.0 1.0 0.0 	-2670.0 2828.0 0.0 0.0 0.0 1.0 0.0  1
-124.0 1842.0 0.0 0.0 0.0 1.0 0.0 	200.0 1842.0 0.0 0.0 0.0 1.0 0.0 	-124.0 1990.0 0.0 0.0 0.0 1.0 0.0 	200.0 1990.0 0.0 0.0 0.0 1.0 0.0  1
62.0 1794.0 0.0 0.0 0.0 1.0 0.0 	200.0 1794.0 0.0 0.0 0.0 1.0 0.0 	62.0 1842.0 0.0 0.0 0.0 1.0 0.0 	200.0 1842.0 0.0 0.0 0.0 1.0 0.0  1
-3000.0 474.0 0.0 0.0 0.0 1.0 0.0 	-1518.0 474.0 0.0 0.0 0.0 1.0 0.0 	-3000.0 801.539 0.0 0.0 0.0 1.0 0.0 	-1518.0 801.539 0.0 0.0 0.0 1.0 0.0  1
-3000.0 -177.818 0.0 0.0 0.0 1.0 0.0 	-1556.0 -177.818 0.0 0.0 0.0 1.0 0.0 	-3000.0 474.0 0.0 0.0 0.0 1.0 0.0 	-1556.0 474.0 0.0 0.0 0.0 1.0 0.0  1
-790.0 -177.818 0.0 0.0 0.0 1.0 0.0 	200.0 -177.818 0.0 0.0 0.0 1.0 0.0 	-790.0 644.0 0.0 0.0 0.0 1.0 0.0 	200.0 644.0 0.0 0.0 0.0 1.0 0.0  1
-1556.0 -177.818 0.0 0.0 0.0 1.0 0.0 	-790.0 -177.818 0.0 0.0 0.0 1.0 0.0 	-1556.0 114.0 0.0 0.0 0.0 1.0 0.0 	-790.0 114.0 0.0 0.0 0.0 1.0 0.0  1
-188.0 644.0 0.0 0.0 0.0 1.0 0.0 	-124.0 644.0 0.0 0.0 0.0 1.0 0.0 	-188.0 656.0 0.0 0.0 0.0 1.0 0.0 	-124.0 656.0 0.0 0.0 0.0 1.0 0.0  1
-18.0 644.0 0.0 0.0 0.0 1.0 0.0 	200.0 644.0 0.0 0.0 0.0 1.0 0.0 	-18.0 898.0 0.0 0.0 0.0 1.0 0.0 	200.0 898.0 0.0 0.0 0.0 1.0 0.0  1
110.0 898.0 0.0 0.0 0.0 1.0 0.0 	200.0 898.0 0.0 0.0 0.0 1.0 0.0 	110.0 1574.0 0.0 0.0 0.0 1.0 0.0 	200.0 1574.0 0.0 0.0 0.0 1.0 0.0  1
-348.0 1946.0 0.0 0.0 0.0 1.0 0.0 	-124.0 1946.0 0.0 0.0 0.0 1.0 0.0 	-348.0 1990.0 0.0 0.0 0.0 1.0 0.0 	-124.0 1990.0 0.0 0.0 0.0 1.0 0.0  1
-1886.0 801.539 0.0 0.0 0.0 1.0 0.0 	-1518.0 801.539 0.0 0.0 0.0 1.0 0.0 	-1886.0 1334.0 0.0 0.0 0.0 1.0 0.0 	-1518.0 1334.0 0.0 0.0 0.0 1.0 0.0  1
-1518.0 626.0 0.0 0.0 0.0 1.0 0.0 	-1444.0 626.0 0.0 0.0 0.0 1.0 0.0 	-1518.0 1260.0 0.0 0.0 0.0 1.0 0.0 	-1444.0 1260.0 0.0 0.0 0.0 1.0 0.0  1
-570.0 644.0 0.0 0.0 0.0 1.0 0.0 	-462.0 644.0 0.0 0.0 0.0 1.0 0.0 	-570.0 844.0 0.0 0.0 0.0 1.0 0.0 	-462.0 844.0 0.0 0.0 0.0 1.0 0.0  1
-2518.0 2046.0 0.0 0.0 0.0 1.0 0.0 	-2298.0 2046.0 0.0 0.0 0.0 1.0 0.0 	-2518.0 2258.0 0.0 0.0 0.0 1.0 0.0 	-2298.0 2258.0 0.0 0.0 0.0 1.0 0.0  1
-2382.0 1900.0 0.0 0.0 0.0 1.0 0.0 	-2148.0 1900.0 0.0 0.0 0.0 1.0 0.0 	-2382.0 2046.0 0.0 0.0 0.0 1.0 0.0 	-2148.0 2046.0 0.0 0.0 0.0 1.0 0.0  1
-2284.0 1794.0 0.0 0.0 0.0 1.0 0.0 	-2120.0 1794.0 0.0 0.0 0.0 1.0 0.0 	-2284.0 1900.0 0.0 0.0 0.0 1.0 0.0 	-2120.0 1900.0 0.0 0.0 0.0 1.0 0.0  1
-2238.0 1706.0 0.0 0.0 0.0 1.0 0.0 	-2112.0 1706.0 0.0 0.0 0.0 1.0 0.0 	-2238.0 1794.0 0.0 0.0 0.0 1.0 0.0 	-2112.0 1794.0 0.0 0.0 0.0 1.0 0.0  1
-2144.0 1672.0 0.0 0.0 0.0 1.0 0.0 	-2062.0 1672.0 0.0 0.0 0.0 1.0 0.0 	-2144.0 1706.0 0.0 0.0 0.0 1.0 0.0 	-2062.0 1706.0 0.0 0.0 0.0 1.0 0.0  1
-2118.0 1560.0 0.0 0.0 0.0 1.0 0.0 	-1998.0 1560.0 0.0 0.0 0.0 1.0 0.0 	-2118.0 1672.0 0.0 0.0 0.0 1.0 0.0 	-1998.0 1672.0 0.0 0.0 0.0 1.0 0.0  1
-1786.0 1560.0 0.0 0.0 0.0 1.0 0.0 	-1550.0 1560.0 0.0 0.0 0.0 1.0 0.0 	-1786.0 1670.0 0.0 0.0 0.0 1.0 0.0 	-1550.0 1670.0 0.0 0.0 0.0 1.0 0.0  1
-1758.0 1670.0 0.0 0.0 0.0 1.0 0.0 	-1566.0 1670.0 0.0 0.0 0.0 1.0 0.0 	-1758.0 1822.0 0.0 0.0 0.0 1.0 0.0 	-1566.0 1822.0 0.0 0.0 0.0 1.0 0.0  1
-1624.0 1880.0 0.0 0.0 0.0 1.0 0.0 	-1446.0 1880.0 0.0 0.0 0.0 1.0 0.0 	-1624.0 2242.0 0.0 0.0 0.0 1.0 0.0 	-1446.0 2242.0 0.0 0.0 0.0 1.0 0.0  1
-2720.0 2308.0 63.500 0.0 0.0 1.0 0.0 	-2370.0 2308.0 63.500 0.0 0.0 1.0 0.0 	-2720.0 2700.0 63.500 0.0 0.0 1.0 0.0 	-2370.0 2700.0 63.500 0.0 0.0 1.0 0.0  1
-2630.0 2700.0 63.500 0.0 0.0 1.0 0.0 	-2386.0 2700.0 63.500 0.0 0.0 1.0 0.0 	-2630.0 2824.0 63.500 0.0 0.0 1.0 0.0 	-2386.0 2824.0 63.500 0.0 0.0 1.0 0.0  1
-2555.318 2269.400 63.500 0.0 0.0 1.0 0.0 	-2505.261 2269.400 63.500 0.0 0.0 1.0 0.0 	-2555.318 2308.0 63.500 0.0 0.0 1.0 0.0 	-2505.261 2308.0 63.500 0.0 0.0 1.0 0.0  1
-2670.0 2200.0 63.500 0.0 0.0 1.0 0.0 	-2568.0 2200.0 63.500 0.0 0.0 1.0 0.0 	-2670.0 2260.0 63.500 0.0 0.0 1.0 0.0 	-2568.0 2260.0 63.500 0.0 0.0 1.0 0.0  1
-2670.0 2082.0 63.500 0.0 0.0 1.0 0.0 	-2608.0 2082.0 63.500 0.0 0.0 1.0 0.0 	-2670.0 2200.0 63.500 0.0 0.0 1.0 0.0 	-2608.0 2200.0 63.500 0.0 0.0 1.0 0.0  1
-1446.0 1880.0 0.0 0.0 0.0 1.0 0.0 	-878.0 1880.0 0.0 0.0 0.0 1.0 0.0 	-1446.0 1990.0 0.0 0.0 0.0 1.0 0.0 	-878.0 1990.0 0.0 0.0 0.0 1.0 0.0  1
-956.0 114.0 0.0 0.0 0.0 1.0 0.0 	-790.0 114.0 0.0 0.0 0.0 1.0 0.0 	-956.0 326.0 0.0 0.0 0.0 1.0 0.0 	-790.0 326.0 0.0 0.0 0.0 1.0 0.0  1
-1060.203 114.0 0.0 0.0 0.0 1.0 0.0 	-956.0 114.0 0.0 0.0 0.0 1.0 0.0 	-1060.203 182.0 0.0 0.0 0.0 1.0 0.0 	-956.0 182.0 0.0 0.0 0.0 1.0 0.0  1
-2036.0 870.0 0.0 0.0 0.0 1.0 0.0 	-1886.0 870.0 0.0 0.0 0.0 1.0 0.0 	-2036.0 992.0 0.0 0.0 0.0 1.0 0.0 	-1886.0 992.0 0.0 0.0 0.0 1.0 0.0  1
-1938.0 992.0 0.0 0.0 0.0 1.0 0.0 	-1886.0 992.0 0.0 0.0 0.0 1.0 0.0 	-1938.0 1086.0 0.0 0.0 0.0 1.0 0.0 	-1886.0 1086.0 0.0 0.0 0.0 1.0 0.0  1
-906.0 454.0 0.0 0.0 0.0 1.0 0.0 	-790.0 454.0 0.0 0.0 0.0 1.0 0.0 	-906.0 976.0 0.0 0.0 0.0 1.0 0.0 	-790.0 976.0 0.0 0.0 0.0 1.0 0.0  3
-790.0 644.0 0.0 0.0 0.0 1.0 0.0 	-570.0 644.0 0.0 0.0 0.0 1.0 0.0 	-790.0 976.0 0.0 0.0 0.0 1.0 0.0 	-570.0 976.0 0.0 0.0 0.0 1.0 0.0  1
-922.0 1042.0 0.0 0.0 0.0 1.0 0.0 	-578.0 1042.0 0.0 0.0 0.0 1.0 0.0 	-922.0 1562.0 0.0 0.0 0.0 1.0 0.0 	-578.0 1562.0 0.0 0.0 0.0 1.0 0.0  1
-1896.0 1346.0 0.0 0.0 0.0 1.0 0.0 	-1532.0 1346.0 0.0 0.0 0.0 1.0 0.0 	-1896.0 1560.0 0.0 0.0 0.0 1.0 0.0 	-1532.0 1560.0 0.0 0.0 0.0 1.0 0.0  1
-2370.0 2774.0 0.0 0.0 0.0 1.0 0.0 	-2180.0 2774.0 0.0 0.0 0.0 1.0 0.0 	-2370.0 3000.0 0.0 0.0 0.0 1.0 0.0 	-2180.0 3000.0 0.0 0.0 0.0 1.0 0.0  1
-2688.0 2828.0 0.0 0.0 0.0 1.0 0.0 	-2370.0 2828.0 0.0 0.0 0.0 1.0 0.0 	-2688.0 3000.0 0.0 0.0 0.0 1.0 0.0 	-2370.0 3000.0 0.0 0.0 0.0 1.0 0.0  1
-3000.0 2728.0 0.0 0.0 0.0 1.0 0.0 	-2688.0 2728.0 0.0 0.0 0.0 1.0 0.0 	-3000.0 3000.126 0.0 0.0 0.0 1.0 0.0 	-2688.0 3000.126 0.0 0.0 0.0 1.0 0.0  1
-2180.0 2308.0 0.0 0.0 0.0 1.0 0.0 	-1446.0 2308.0 0.0 0.0 0.0 1.0 0.0 	-2180.0 3000.0 0.0 0.0 0.0 1.0 0.0 	-1446.0 3000.0 0.0 0.0 0.0 1.0 0.0  1
-1446.0 1990.0 0.0 0.0 0.0 1.0 0.0 	3000.0 1990.0 0.0 0.0 0.0 1.0 0.0 	-1446.0 3000.0 0.0 0.0 0.0 1.0 0.0 	3000.0 3000.0 0.0 0.0 0.0 1.0 0.0  1
-2182.0 2424.0 0.0 0.0 0.0 1.0 0.0 	-2018.0 2424.0 0.0 0.0 0.0 1.0 0.0 	-2182.0 2444.0 0.0 0.0 0.0 1.0 0.0 	-2018.0 2444.0 0.0 0.0 0.0 1.0 0.0  3
200.0 -3000.0 0.0 0.0 0.0 1.0 0.0 	3000.0 -3000.0 0.0 0.0 0.0 1.0 0.0 	200.0 1990.0 0.0 0.0 0.0 1.0 0.0 	3000.0 1990.0 0.0 0.0 0.0 1.0 0.0  1
-2700.0 2260.0 63.500 0.0 0.0 1.0 0.0 	-2555.318 2260.0 63.500 0.0 0.0 1.0 0.0 	-2700.0 2308.0 63.500 0.0 0.0 1.0 0.0 	-2555.318 2308.0 63.500 0.0 0.0 1.0 0.0  1
-1334.354 1128.608 24.0 0.0 0.0 1.0 0.0 	-1266.033 1128.608 24.0 0.0 0.0 1.0 0.0 	-1334.354 1198.453 24.0 0.0 0.0 1.0 0.0 	-1266.033 1198.453 24.0 0.0 0.0 1.0 0.0  1
-1153.479 644.0 21.0 0.0 0.0 1.0 0.0 	-1070.159 644.0 21.0 0.0 0.0 1.0 0.0 	-1153.479 701.995 21.0 0.0 0.0 1.0 0.0 	-1070.159 701.995 21.0 0.0 0.0 1.0 0.0  1
